,Timestamp,Metadata,Headline,URL,ShortDesc
0,2018-01-01T04:16:04+00:00,," 10 US Citizens, 2 Locals Killed in Costa Rica Plane Crash ",https://www.bloomberg.com/news/articles/2017-12-31/urgent-plane-with-12-believed-aboard-crashes-in-costa-rica," shock and disbelief right now,"" Bruce Steinberg's sister, Tamara Steinberg Jacobson, wrote on Facebook. She also confirmed the deaths in an interview with NBC News . Rabbi Jonathan Blake of the Westchester... "
1,2018-03-27T17:31:41+00:00,politics, Mark Zuckerberg Is Expected to Testify Before Congress on April 12 ,https://www.bloomberg.com/politics/articles/2018-03-27/mark-zuckerberg-plans-to-testify-before-congress-on-april-12,  amid signs that Facebook has failed to protect user privacy. Newspaper reports this month said an advertising-data firm obtained information on more than 50 million Facebook users without their... 
2,2018-03-28T11:10:15+00:00,technology, Facebook Updates Privacy Tools for Better Data Control ,https://www.bloomberg.com/news/articles/2018-03-28/facebook-updates-privacy-tools-for-better-data-control," Facebook Inc. said it will make it more straight-forward for users to change their privacy settings and delete data they’ve already shared with the social-media company, Bloomberg News reports... "
3,2018-04-11T11:11:24+00:00,, Facebook's Zuckerberg Before Congress Highlights ,https://www.bloomberg.com/news/videos/2018-04-11/facebook-s-zuckerberg-before-congress-highlights-video,"                                                     ""It was my mistake and I'm sorry,"" says Facebook CEO Mark Zuckerberg. Here are the highlights from his testimony before Congress https://bloom... "
4,2018-04-26T15:08:15+00:00,, Jaguars Owner Shahid Khan Makes Offer to Buy Wembley Stadium ,https://www.bloomberg.com/news/articles/2018-04-26/jaguars-owner-shahid-khan-looks-to-buy-wembley-stadium," scheduling future NFL games in London."" ___ Rob Harris is at www.twitter.com/RobHarris and www.facebook.com/RobHarrisReports... "
5,2018-06-15T18:45:10+00:00,technology, Activists Aim at Defense Contractors Over Child Detention Policy ,https://www.bloomberg.com/news/articles/2018-06-15/activists-aim-at-defense-contractors-over-child-detention-policy-jihc2b99," media-based consumer activism groups, have asked their hundreds of thousands of Twitter and Facebook followers to contact companies like MVM Inc. and General Dynamics Corp.Grab Your Wallet co-founder... "
6,2018-07-26T13:33:01+00:00,," Facebook Plunges 18%, Wiping $120 Billion From Market Cap ",https://www.bloomberg.com/news/articles/2018-07-26/facebook-plunges-18-wiping-120-billion-from-market-cap," Facebook plunges 18%, wiping out $120 billion from its market cap.The S&P 500 is up almost 1% and the Nasdaq, which is more tech heavy, is down 1.2% after market open.Developing... ... "
7,2018-09-25T02:21:29+00:00,technology, Instagram Co-Founders Are Said to Step Down From Company: NYT ,https://www.bloomberg.com/news/articles/2018-09-25/instagram-co-founders-are-said-to-step-down-from-company-nyt-jmh3h3z0," and Chief Technical Officer Krieger notified Instagram’s leadership team and parent company Facebook Inc. on Monday of their decision to leave, NYT reported, citing unidentified people with direct... "
8,2018-11-25T19:45:45+00:00,, URGENT: The Latest: Ukraine Military Brass to Meet Over Russia ,https://www.bloomberg.com/news/articles/2018-11-25/urgent-the-latest-ukraine-russia-opens-fire-on-ukrainian-vessels," standoff off the coast of the Crimean Peninsula. The Ukrainian navy said in a statement posted on Facebook on Sunday evening that one of its small artillery boats, the Berdyansk, was damaged and one... "
9,2018-12-03T07:49:45+00:00,markets, Sewing's Options Dwindle as Fresh Scandals Hit Deutsche Bank ,https://www.bloomberg.com/news/articles/2018-12-03/sewing-s-options-dwindle-as-fresh-scandals-hit-deutsche-bank-jp86gbrq," platforms against a potential threat posed by large Internet firms such as Google, Amazon and Facebook.Deutsche Bank has already teamed up with other firms to create online product offerings such... "
10,2018-07-17T18:51:50+00:00,politics," Trump Campaign Manager Says Facebook, Twitter Have Liberal Bias ",https://www.bloomberg.com/politics/articles/2018-07-17/trump-campaign-manager-says-facebook-twitter-have-liberal-bias," describes Facebook as a “liberal company”“Their employees have bias,” Parscale says, adding Facebook management is trying to stamp out that biasSays it now takes longer to post ads on FacebookParscale... "
11,2018-09-01T01:45:46+00:00,politics," Peter Thiel Donates $101,700 to GOP, Trump For Midterm Elections ",https://www.bloomberg.com/politics/articles/2018-08-29/thiel-chooses-gop-for-his-first-six-figure-donation-in-midterms, the past year on issues relating to Trump and his performance. The venture capitalist who was Facebook Inc.’s first outside investor was once among the most vocal of Trump supporters.Peter ThielPhotographer:... 
12,2018-09-11T07:36:46+00:00,, A Super Typhoon Is Brewing in Pacific and Heading to Hong Kong ,https://www.bloomberg.com/news/articles/2018-09-11/super-storm-adds-to-philippine-inflation-risk-as-it-heads-to-hk," much as 13.5 billion pesos ($250 million), Agriculture Secretary Emmanuel Pinol wrote on his Facebook account Tuesday.Surging prices are adding to risks to the Philippine economy and the central... "
13,2018-10-11T18:16:32+00:00,technology," Facebook Removes Another 559 Pages, 251 Accounts That Broke Rule ",https://www.bloomberg.com/news/articles/2018-10-11/facebook-removes-another-559-pages-251-accounts-that-broke-rule, Facebook says it is removing 559 pages and 251 accounts today that have consistently broken  the platform’s rules against spam and coordinated inauthentic behavior.Facebook says these networks... 
14,2018-12-05T14:44:04+00:00,technology, U.K. Lawmakers Publish Seized Internal Facebook Emails Online ,https://www.bloomberg.com/news/articles/2018-12-05/u-k-lawmakers-publish-seized-internal-facebook-emails-online," British lawmakers have published a cache of Facebook Inc. documents, including internal emails, on the Digital, Culture, Media and Sport Committee website.Read the document here.“We don’t feel... "
15,2018-04-03T10:07:07+00:00,politics, How a House Provoked a Feud in Singapore’s Lee Family ,https://www.bloomberg.com/news/articles/2018-04-02/how-a-house-provoked-a-feud-in-singapore-s-lee-family-quicktake, a beating last year when its most famous family became embroiled in a very public feud -- on Facebook. Prime Minister Lee Hsien Loong fell out with his two younger siblings over the fate of the... 
16,2018-07-16T11:00:13+00:00,technology, VC Firm Social Capital Set Out to Fix Capitalism. Now It’s In Turmoil ,https://www.bloomberg.com/news/articles/2018-07-16/vc-firm-social-capital-set-out-to-fix-capitalism-now-it-s-in-turmoil," point, Facebook would market heavily in that country to beat out competing social media services.Palihapitiya speaks at a Facebook event in 2009.Photographer: Tony Avelar/BloombergAs Facebook’s social... "
17,2018-07-15T12:34:06+00:00,politics, Italy Asks EU Countries to Accept Migrants From Ships ,https://www.bloomberg.com/politics/articles/2018-07-15/italy-makes-plea-to-eu-countries-to-accept-migrants-from-ships," calls and written exchanges I have had with all 27 European leaders,” he said in a post on his Facebook profile. He added that Italy would accept some of the rescued migrants if other countries agreed... "
18,2018-07-13T10:00:00+00:00,, Earnings Have a Way of Sending FANG Stocks Separate Ways: Chart ,https://www.bloomberg.com/news/articles/2018-07-13/earnings-have-a-way-of-sending-fang-stocks-separate-ways-chart," history is any guide. More than three years have passed since shares of all four companies -- Facebook Inc., Amazon.com Inc., Netflix Inc. and Google’s owner, Alphabet Inc. -- rose on the first trading... "
19,2018-07-12T06:43:37+00:00,, Brexit Bulletin: White Paper Day ,https://www.bloomberg.com/news/articles/2018-07-12/brexit-bulletin-white-paper-day," Croatia. And where was May? In Brussels for a NATO summit.Something to add? Please join our Facebook group, Brexit Decoded, and follow us @Brexit on Twitter.Missed yesterday’s Bulletin?You can... "
20,2018-09-04T16:15:53+00:00,view, Amazon at $1 Trillion Is More Dream Than Reality ,https://www.bloomberg.com/view/articles/2018-09-04/amazon-at-1-trillion-is-more-dream-than-reality," top of the results.This is less like the digital advertising businesses that made Google and Facebook into titans, and more of an additional tax on the businesses that are selling on Amazon. That... "
21,2018-09-04T14:00:12+00:00,, Here’s a First Look Inside Facebook’s New Frank Gehry-Designed Office ,https://www.bloomberg.com/news/photo-essays/2018-09-04/here-s-a-first-look-inside-facebook-s-new-frank-gehry-designed-office," Facebook opened the doors to its newest Menlo Park, Calif., building last week, a Frank Gehry-designed office called MPK 21. It’s the latest expansion in Menlo Park, a town in which there may soon... "
22,2018-09-03T04:48:06+00:00,markets, Stocks Decline Across Asia; Dollar Holds Gain: Markets Wrap ,https://www.bloomberg.com/news/articles/2018-09-02/asia-stocks-face-mixed-start-dollar-holds-gains-markets-wrap," governor Mark Carney testifies on the August inflation report and policy decision.Executives from Facebook, Twitter and Google testify on social media, Russia meddling.U.S. employment report for August... "
23,2018-08-31T18:11:16+00:00,," Village Voice, Iconic New York Newsweekly, Is Shutting Down ",https://www.bloomberg.com/news/articles/2018-08-31/village-voice-iconic-new-york-newsweekly-is-shutting-down," online, and advertisers -- the lifeblood of media companies -- increasingly work with Google and Facebook. Half of the staff, or about 15 to 20 people, will work on archiving the publication online... "
24,2018-09-07T06:30:34+00:00,, Brexit Bulletin: Rolling the Dice ,https://www.bloomberg.com/news/articles/2018-09-07/brexit-bulletin-rolling-the-dice," told reporters.Want to keep up with Brexit?You can follow us @Brexit on Twitter and join our Facebook group, Brexit Decoded. For all the latest news, visit bloomberg.com/brexitKnow someone who’d... "
25,2018-09-07T09:00:00+00:00,businessweek," JD.Com Founder's Iron Grip, Legal Woes Leave Investors in Dark ",https://www.bloomberg.com/news/articles/2018-09-07/jd-com-founder-s-iron-grip-legal-woes-leave-investors-in-dark," In the U.S., Liu said he wanted to partner with Google, Walmart and social media giants like Facebook and Twitter to sell Chinese goods to American consumers.Liu with his wife Zhang Zetian.Photographer:... "
26,2018-09-06T10:11:27+00:00,politics, Democratic Wave Is Poised to Breach Washington ,https://www.bloomberg.com/politics/articles/2018-09-06/democratic-wave-is-poised-to-breach-washington," day? Sign up for the Balance of Power newsletter, and follow Bloomberg Politics on Twitter and Facebook for more. Two months out, the midterm elections are looking increasingly likely to bring an... "
27,2018-09-06T04:00:00+00:00,markets, Brexit Pollster Faces Scrutiny Over Secret Political Operations ,https://www.bloomberg.com/news/articles/2018-09-06/brexit-pollster-faces-scrutiny-over-secret-political-operations," the statutory maximum, against Facebook in July. The sanction is for data leaks to Cambridge Analytica, which obtained the profiles of up to 87 million Facebook users for “psychographic targeting”... "
28,2018-09-10T03:17:11+00:00,politics, Malaysia's Ex-Prime Minister Najib Razak Wants His Money Back ,https://www.bloomberg.com/politics/articles/2018-09-10/malaysia-s-ex-prime-minister-says-he-wants-his-money-back," seized in police raids should be returned as no charges have been filed, Najib Razak said in a Facebook post over the weekend. He said most of the confiscated cash, which police said amounted to about... "
29,2018-09-08T12:00:14+00:00,politics," Democrats’ Chance, Poison Perfume and Swedes Vote: Weekend Reads ",https://www.bloomberg.com/politics/articles/2018-09-08/democrats-chance-poison-perfume-and-swedes-vote-weekend-reads," day? Sign up for the Balance of Power newsletter, and follow Bloomberg Politics on Twitter and Facebook for more.The Democrats’ increasing odds of ending one-party rule in Washington, revelations... "
30,2018-12-10T10:38:58+00:00,politics, Trump Flies Solo as Perils to Presidency Mount ,https://www.bloomberg.com/news/articles/2018-12-10/trump-flies-solo-as-perils-to-presidency-mount," day? Sign up for the Balance of Power newsletter, and follow Bloomberg Politics on Twitter and Facebook for more.The tumult of personnel turnover that's come to characterize Donald Trump’s administration... "
31,2018-12-08T04:00:00+00:00,technology, Pro-Russia Social Media Takes Aim at Macron as Yellow Vests Rage ,https://www.bloomberg.com/news/articles/2018-12-08/pro-russia-social-media-takes-aim-at-macron-as-yellow-vests-rage," French-language sites, their viewership is limited, and Facebook has been the chief venue for French social-media postings about the Yellow Vests.A Facebook spokesperson told Bloomberg News that “content... "
